path,role,status,publishability
results/fed_cycle_stress_layer_v1/FED_CYCLE_STRESS_LAYER_005_REPORT.md,Reproducible Fed-cycle stress-layer report,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_stress_layer_v1/01_vix_phase_stress.png,VIX phase stress-accumulation figure,DESCRIPTIVE,PUBLIC
results/fed_cycle_stress_layer_v1/01_baa10y_spread_phase_stress.png,Credit-spread phase stress-accumulation figure,DESCRIPTIVE,PUBLIC
results/fed_cycle_stress_layer_v1/01_copper_phase_stress.png,Copper phase stress-accumulation figure,DESCRIPTIVE,PUBLIC
results/fed_cycle_stress_layer_v1/02_vix_max_stress_comparison.png,VIX maximum-stress phase comparison figure,DESCRIPTIVE,PUBLIC
results/fed_cycle_stress_layer_v1/02_baa10y_spread_max_stress_comparison.png,Credit-spread maximum-widening phase comparison figure,DESCRIPTIVE,PUBLIC
results/fed_cycle_stress_layer_v1/02_copper_max_stress_comparison.png,Copper maximum-drawdown phase comparison figure,DESCRIPTIVE,PUBLIC
content/FED_CYCLE_STRESS_CONTENT_007.md,Evidence-linked first-cut stress content card,CANONICAL,PUBLIC_SAFE
research/FED_CYCLE_ASIA_CREDIT_DIAG_006_LOCK.md,Asia equity and high-yield credit phase diagnostic frozen specification,CANONICAL,PUBLIC_SAFE
research/FED_CYCLE_ASIA_CREDIT_DIAG_006_HY_PROXY_AMENDMENT.md,Pre-outcome HYG price-proxy amendment after OAS coverage audit,CANONICAL,PUBLIC_SAFE
research/FED_CYCLE_ASIA_CREDIT_DIAG_006_CLOSEOUT.md,Asia equity and high-yield credit diagnostic closeout,CANONICAL,PUBLIC_SAFE
scripts/run_fed_cycle_asia_credit_diag_v1.py,Asia equity and high-yield credit diagnostic runner,CANONICAL,PUBLIC_SAFE
scripts/audit_fed_cycle_hyg_proxy_v1.py,HYG limited-support price-proxy audit runner,CANONICAL,PUBLIC_SAFE
.github/workflows/fed-cycle-asia-credit-diag-v1.yml,Automated Asia-credit diagnostic workflow,CANONICAL,PUBLIC
.github/workflows/fed-cycle-hyg-proxy-v1.yml,Automated HYG price-proxy audit workflow,CANONICAL,PUBLIC
results/fed_cycle_asia_credit_diag_v1/SOURCE_REGISTRY.csv,Asia and OAS source registry with hashes,QC_PASS,PUBLIC_SAFE
results/fed_cycle_asia_credit_diag_v1/ACQUISITION_FAILURES.csv,Recorded source acquisition failures,QC_PASS_NONE,PUBLIC_SAFE
results/fed_cycle_asia_credit_diag_v1/QC.json,Asia-credit timing/support/weight QC gate,QC_PASS,PUBLIC_SAFE
results/fed_cycle_asia_credit_diag_v1/ASIA_PHASE_PATHS.csv,Derived monthly Asia equity paths by phase,DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_asia_credit_diag_v1/ASIA_CYCLE_PHASE_METRICS.csv,Derived Asia cycle-phase path-risk metrics,DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_asia_credit_diag_v1/ASIA_PHASE_SUMMARY.csv,Asia phase endpoint/MDD/timing summary,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_asia_credit_diag_v1/HY_OAS_PHASE_PATHS.csv,Current-coverage high-yield OAS phase paths,INSUFFICIENT_SUPPORT,PUBLIC_SAFE
results/fed_cycle_asia_credit_diag_v1/HY_OAS_CYCLE_PHASE_METRICS.csv,Current-coverage high-yield OAS metrics,INSUFFICIENT_SUPPORT,PUBLIC_SAFE
results/fed_cycle_asia_credit_diag_v1/HY_OAS_PHASE_SUMMARY.csv,Current-coverage high-yield OAS summary,INSUFFICIENT_SUPPORT,PUBLIC_SAFE
results/fed_cycle_asia_credit_diag_v1/SUPPORT_MAP.csv,Frozen diagnostic support labels by market and phase,QC_PASS,PUBLIC_SAFE
results/fed_cycle_asia_credit_diag_v1/HYG_PROXY_SOURCE.csv,HYG Yahoo provenance and source coverage,QC_PASS,PUBLIC_SAFE
results/fed_cycle_asia_credit_diag_v1/HYG_PROXY_CYCLE_PHASE_METRICS.csv,HYG limited-support cycle-phase metrics,LIMITED_SUPPORT,PUBLIC_SAFE
results/fed_cycle_asia_credit_diag_v1/HYG_PROXY_PHASE_SUMMARY.csv,HYG limited-support phase summary,LIMITED_SUPPORT,PUBLIC_SAFE
results/fed_cycle_asia_credit_diag_v1/HYG_PROXY_QC.json,HYG proxy audit QC gate,QC_PASS,PUBLIC_SAFE
results/fed_cycle_asia_credit_diag_v1/HYG_PROXY_AUDIT.md,HYG proxy interpretation audit,LIMITED_SUPPORT,PUBLIC_SAFE
results/fed_cycle_asia_credit_diag_v1/FED_CYCLE_ASIA_CREDIT_DIAG_006_REPORT.md,Reproducible Asia-credit diagnostic report,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_asia_credit_diag_v1/01_hang_seng_phase_mdd.png,Hang Seng phase MDD figure,DESCRIPTIVE,PUBLIC
results/fed_cycle_asia_credit_diag_v1/01_nikkei_225_phase_mdd.png,Nikkei phase MDD figure,DESCRIPTIVE,PUBLIC
results/fed_cycle_asia_credit_diag_v1/01_shanghai_composite_phase_mdd.png,Shanghai phase MDD figure,DESCRIPTIVE,PUBLIC
results/fed_cycle_asia_credit_diag_v1/01_kospi_phase_mdd.png,KOSPI phase MDD figure,DESCRIPTIVE,PUBLIC
results/fed_cycle_asia_credit_diag_v1/02_us_high_yield_oas_phase_widening.png,Current-coverage HY OAS figure,INSUFFICIENT_SUPPORT,PUBLIC
results/fed_cycle_asia_credit_diag_v1/03_hyg_price_proxy_phase_mdd.png,HYG limited-support MDD phase figure,LIMITED_SUPPORT,PUBLIC
content/FED_CYCLE_ASIA_CREDIT_CONTENT_008.md,Evidence-linked Asia first-cut risk content card,CANONICAL,PUBLIC_SAFE
research/FED_CYCLE_VINTAGE_AUDIT_007_LOCK.md,Real-time industrial-production revision audit frozen specification,CANONICAL,PUBLIC_SAFE
research/FED_CYCLE_VINTAGE_AUDIT_007_POSTRUN_ROBUSTNESS.md,Post-run real-time IPT robustness protocol,POSTRUN_DIAGNOSTIC,PUBLIC_SAFE
research/FED_CYCLE_VINTAGE_AUDIT_007_EVENT_CONTRAST_IMPACT.md,Post-run event growth-label revision impact protocol,POSTRUN_DIAGNOSTIC,PUBLIC_SAFE
research/FED_CYCLE_VINTAGE_AUDIT_007_CLOSEOUT.md,Real-time industrial-production vintage audit closeout,CANONICAL,PUBLIC_SAFE
scripts/run_fed_cycle_vintage_audit_v1.py,Official RTDSM industrial-production vintage audit runner,CANONICAL,PUBLIC_SAFE
scripts/audit_fed_cycle_vintage_v1_robustness.py,Post-run real-time IPT restriction/score robustness runner,POSTRUN_DIAGNOSTIC,PUBLIC_SAFE
scripts/audit_fed_cycle_vintage_event_contrast.py,Event-level real-time growth-label impact runner,POSTRUN_DIAGNOSTIC,PUBLIC_SAFE
.github/workflows/fed-cycle-vintage-audit-v1.yml,Automated real-time IPT vintage audit workflow,CANONICAL,PUBLIC
.github/workflows/fed-cycle-vintage-audit-robustness.yml,Automated post-run vintage robustness workflow,CANONICAL,PUBLIC
.github/workflows/fed-cycle-vintage-event-contrast.yml,Automated event label-impact audit workflow,CANONICAL,PUBLIC
results/fed_cycle_vintage_audit_v1/SOURCE_REGISTRY.csv,Philadelphia Fed RTDSM IPT provenance and workbook hash,QC_PASS,PUBLIC_SAFE
results/fed_cycle_vintage_audit_v1/WORKBOOK_SCHEMA_AUDIT.csv,RTDSM IPT workbook schema/parser audit,QC_PASS,PUBLIC_SAFE
results/fed_cycle_vintage_audit_v1/QC.json,Real-time IPT timing/parser/support QC gate,QC_PASS,PUBLIC_SAFE
results/fed_cycle_vintage_audit_v1/EVENT_REVISION_AUDIT.csv,FIRST_HIKE current-versus-real-time growth revision audit,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_vintage_audit_v1/PANEL_REALTIME_IPT.csv,Derived 165-row real-time IPT panel,ASSOCIATIONAL,PUBLIC_SAFE
results/fed_cycle_vintage_audit_v1/PANEL_REVISION_TESTS.csv,Same-sample current-versus-real-time Gold panel tests,ASSOCIATIONAL_ROBUSTNESS,PUBLIC_SAFE
results/fed_cycle_vintage_audit_v1/POSTRUN_RESTRICTION_AUDIT.csv,Post-run 2022/era restriction robustness,POSTRUN_DIAGNOSTIC,PUBLIC_SAFE
results/fed_cycle_vintage_audit_v1/REALTIME_RETURN_BROAD_SCORE_AUDIT.csv,Broad-episode real-time return score contributions,POSTRUN_DIAGNOSTIC,PUBLIC_SAFE
results/fed_cycle_vintage_audit_v1/PANEL_REVISION_SIZE_AUDIT.csv,Monthly current-versus-real-time revision magnitude audit,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_vintage_audit_v1/POSTRUN_ROBUSTNESS_QC.json,Post-run robustness QC/summary,QC_PASS,PUBLIC_SAFE
results/fed_cycle_vintage_audit_v1/POSTRUN_ROBUSTNESS_REPORT.md,Post-run real-time IPT robustness report,POSTRUN_DIAGNOSTIC,PUBLIC_SAFE
results/fed_cycle_vintage_audit_v1/EVENT_GROWTH_CONTRAST_REVISION_AUDIT.csv,Current-versus-real-time event growth-state Gold medians,POSTRUN_DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_vintage_audit_v1/EVENT_CONTRAST_IMPACT_QC.json,Event contrast impact QC/summary,QC_PASS,PUBLIC_SAFE
results/fed_cycle_vintage_audit_v1/EVENT_CONTRAST_IMPACT_REPORT.md,Event growth-label revision impact report,POSTRUN_DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_vintage_audit_v1/FED_CYCLE_VINTAGE_AUDIT_007_REPORT.md,Reproducible real-time industrial-production revision report,QC_PASS_ASSOCIATIONAL,PUBLIC_SAFE
content/FED_CYCLE_VINTAGE_CONTENT_009.md,Evidence-linked real-time macro revision content card,CANONICAL,PUBLIC_SAFE
research/FED_CYCLE_GOLD_OOS_008_LOCK.md,Episode-forward Gold real-time growth OOS frozen specification,CANONICAL,PUBLIC_SAFE
research/FED_CYCLE_GOLD_OOS_008_POSTRUN_BENCHMARK_AUDIT.md,Post-run benchmark/loss-function sanity audit protocol,POSTRUN_DIAGNOSTIC,PUBLIC_SAFE
research/FED_CYCLE_GOLD_OOS_008_CLOSEOUT.md,Gold real-time growth OOS closeout,CANONICAL,PUBLIC_SAFE
scripts/run_fed_cycle_gold_oos_v1.py,Episode-forward Gold OOS forecast audit runner,CANONICAL,PUBLIC_SAFE
scripts/audit_fed_cycle_gold_oos_benchmarks.py,Post-run OOS benchmark sanity runner,POSTRUN_DIAGNOSTIC,PUBLIC_SAFE
.github/workflows/fed-cycle-gold-oos-v1.yml,Automated episode-forward Gold OOS workflow,CANONICAL,PUBLIC
.github/workflows/fed-cycle-gold-oos-benchmark-audit.yml,Automated post-run OOS benchmark audit workflow,CANONICAL,PUBLIC
results/fed_cycle_gold_oos_v1/SOURCE_REGISTRY.csv,OOS Gold/real-time IPT provenance registry,QC_PASS,PUBLIC_SAFE
results/fed_cycle_gold_oos_v1/OOS_FEATURE_PANEL.csv,Derived point-in-time OOS feature panel,QC_PASS,PUBLIC_SAFE
results/fed_cycle_gold_oos_v1/FOLD_QC.csv,OOS fold leakage/timing/weight QC,QC_PASS,PUBLIC_SAFE
results/fed_cycle_gold_oos_v1/OOS_PREDICTIONS.csv,Time-ordered OOS predictions by row,PRELIMINARY_OOS,PUBLIC_SAFE
results/fed_cycle_gold_oos_v1/FOLD_COEFFICIENTS.csv,Expanding-fold standardized model coefficients,PRELIMINARY_OOS,PUBLIC_SAFE
results/fed_cycle_gold_oos_v1/EPISODE_METRICS.csv,Per-future-episode OOS MSE/MAE,PRELIMINARY_OOS,PUBLIC_SAFE
results/fed_cycle_gold_oos_v1/MODEL_SUMMARY.csv,Episode-equal OOS model comparison,PRELIMINARY_OOS,PUBLIC_SAFE
results/fed_cycle_gold_oos_v1/PRIMARY_OOS_COMPARISON.csv,Frozen M3-vs-B2 evidence-gate calculation,QC_PASS_PRELIMINARY_OOS,PUBLIC_SAFE
results/fed_cycle_gold_oos_v1/QC.json,OOS leakage/timing/specification/evidence-gate QC,QC_PASS,PUBLIC_SAFE
results/fed_cycle_gold_oos_v1/POSTRUN_BENCHMARK_COMPARISON.csv,Post-run benchmark/loss-function sensitivity,POSTRUN_DIAGNOSTIC,PUBLIC_SAFE
results/fed_cycle_gold_oos_v1/POSTRUN_M3_BIAS_BY_EPISODE.csv,Post-run M3 signed calibration bias by episode,POSTRUN_DIAGNOSTIC,PUBLIC_SAFE
results/fed_cycle_gold_oos_v1/POSTRUN_PREDICTION_RANGE.csv,Post-run forecast-versus-realized range audit,POSTRUN_DIAGNOSTIC,PUBLIC_SAFE
results/fed_cycle_gold_oos_v1/POSTRUN_BENCHMARK_QC.json,Post-run benchmark sanity audit QC,QC_PASS,PUBLIC_SAFE
results/fed_cycle_gold_oos_v1/POSTRUN_BENCHMARK_AUDIT.md,OOS benchmark sensitivity interpretation,POSTRUN_DIAGNOSTIC,PUBLIC_SAFE
results/fed_cycle_gold_oos_v1/FED_CYCLE_GOLD_OOS_008_REPORT.md,Reproducible episode-forward OOS report,QC_PASS_PRELIMINARY_OOS,PUBLIC_SAFE
results/fed_cycle_gold_oos_v1/01_oos_episode_mse_b2_vs_m3.png,OOS per-episode B2-vs-M3 MSE figure,DESCRIPTIVE,PUBLIC
results/fed_cycle_gold_oos_v1/02_oos_r2_by_model.png,OOS model R-squared comparison figure,DESCRIPTIVE,PUBLIC
content/FED_CYCLE_GOLD_OOS_CONTENT_010.md,Evidence-linked OOS benchmark-discipline content card,CANONICAL,PUBLIC_SAFE
research/FED_CYCLE_PROSPECTIVE_SHADOW_009_LOCK.md,Prospective Gold append-only validation lock,CANONICAL,PUBLIC_SAFE
scripts/run_fed_cycle_prospective_shadow_v1.py,Prospective cycle-eligibility and append-only registry gate runner,CANONICAL,PUBLIC_SAFE
.github/workflows/fed-cycle-prospective-shadow-v1.yml,Automated prospective-shadow QC workflow,CANONICAL,PUBLIC
results/fed_cycle_prospective_shadow_v1/QC.json,Prospective architecture and 2026 eligibility QC,QC_PASS,PUBLIC_SAFE
results/fed_cycle_prospective_shadow_v1/MODEL_SPEC.json,Frozen prospective B0/B1/B2/M3 model specification and hash,CANONICAL,PUBLIC_SAFE
results/fed_cycle_prospective_shadow_v1/PROSPECTIVE_CYCLE_GATE.csv,Current edge-cycle eligibility gate,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_prospective_shadow_v1/PREDICTION_REGISTRY.csv,Append-only prospective prediction registry,CANONICAL_EMPTY_APPEND_ONLY,PUBLIC_SAFE
results/fed_cycle_prospective_shadow_v1/STATUS.md,Prospective shadow current status report,QC_PASS,PUBLIC_SAFE
research/FED_CYCLE_PROSPECTIVE_INPUT_TIMING_010_LOCK.md,Strict live-input timing audit lock,CANONICAL,PUBLIC_SAFE
research/FED_CYCLE_PROSPECTIVE_INPUT_TIMING_010_CLOSEOUT.md,Prospective input timing audit closeout,CANONICAL,PUBLIC_SAFE
scripts/run_fed_cycle_prospective_input_timing_v1.py,Gold/RTDSM source timing audit runner,CANONICAL,PUBLIC_SAFE
.github/workflows/fed-cycle-prospective-input-timing-v1.yml,Automated prospective source-timing workflow,CANONICAL,PUBLIC
results/fed_cycle_prospective_input_timing_v1/GOLD_SOURCE_RELEASE_AUDIT.csv,Recent Gold monthly first-seen timing audit,QC_PASS_NEGATIVE,PUBLIC_SAFE
results/fed_cycle_prospective_input_timing_v1/GOLD_SOURCE_COMMIT_SNAPSHOTS.csv,Gold source commit/latest-period audit trail,QC_PASS,PUBLIC_SAFE
results/fed_cycle_prospective_input_timing_v1/RTDSM_READINESS.csv,Current real-time IPT readiness probe,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_prospective_input_timing_v1/SOURCE_REGISTRY.csv,Timing-audit source registry,QC_PASS,PUBLIC_SAFE
results/fed_cycle_prospective_input_timing_v1/QC.json,Prospective input timing QC and transport status,QC_PASS_NEGATIVE,PUBLIC_SAFE
results/fed_cycle_prospective_input_timing_v1/FED_CYCLE_PROSPECTIVE_INPUT_TIMING_010_REPORT.md,Reproducible prospective input timing report,QC_PASS_NEGATIVE,PUBLIC_SAFE
research/FED_CYCLE_GOLD_LIVE_BRIDGE_011_LOCK.md,GC=F live Gold feature-transport audit lock,CANONICAL,PUBLIC_SAFE
research/FED_CYCLE_GOLD_LIVE_BRIDGE_011_CLOSEOUT.md,GC=F feature-transport audit closeout,CANONICAL,PUBLIC_SAFE
scripts/run_fed_cycle_gold_live_bridge_v1.py,GC=F versus World Bank Gold feature bridge runner,CANONICAL,PUBLIC_SAFE
.github/workflows/fed-cycle-gold-live-bridge-v1.yml,Automated Gold live-source bridge workflow,CANONICAL,PUBLIC
results/fed_cycle_gold_live_bridge_v1/MONTHLY_FEATURE_BRIDGE_PANEL.csv,Derived monthly reference/proxy feature bridge panel,QC_PASS,PUBLIC_SAFE
results/fed_cycle_gold_live_bridge_v1/BRIDGE_METRICS.csv,Aggregate feature-equivalence metrics,QC_PASS,PUBLIC_SAFE
results/fed_cycle_gold_live_bridge_v1/ERA_STABILITY.csv,Era-specific return-sign bridge stability,QC_PASS,PUBLIC_SAFE
results/fed_cycle_gold_live_bridge_v1/ENGINEERING_GATES.csv,Frozen bridge gate outcomes 17/17 pass,QC_PASS,PUBLIC_SAFE
results/fed_cycle_gold_live_bridge_v1/SOURCE_REGISTRY.csv,Bridge source hashes and provenance,QC_PASS,PUBLIC_SAFE
results/fed_cycle_gold_live_bridge_v1/QC.json,Gold live bridge computational QC and status,QC_PASS,PUBLIC_SAFE
results/fed_cycle_gold_live_bridge_v1/FED_CYCLE_GOLD_LIVE_BRIDGE_011_REPORT.md,Reproducible feature-transport report,QC_PASS,PUBLIC_SAFE
results/fed_cycle_gold_live_bridge_v1/01_ret3_feature_bridge.png,3M Gold feature bridge diagnostic figure,DESCRIPTIVE,PUBLIC
results/fed_cycle_gold_live_bridge_v1/02_ret6_feature_bridge.png,6M Gold feature bridge diagnostic figure,DESCRIPTIVE,PUBLIC
research/FED_CYCLE_PROSPECTIVE_GCF_012_LOCK.md,Proxy-measurement prospective Gold model lock,CANONICAL,PUBLIC_SAFE
research/FED_CYCLE_PROSPECTIVE_GCF_012_CLOSEOUT.md,Proxy-measurement prospective Gold model closeout,CANONICAL,PUBLIC_SAFE
scripts/run_fed_cycle_prospective_gcf_v1.py,Freeze final historical model for GC=F prospective measurement,CANONICAL,PUBLIC_SAFE
.github/workflows/fed-cycle-prospective-gcf-v1.yml,Automated prospective proxy-model freeze workflow,CANONICAL,PUBLIC
results/fed_cycle_prospective_gcf_v1/MODEL_SPEC.json,Frozen proxy-measurement prospective specification and hashes,CANONICAL,PUBLIC_SAFE
results/fed_cycle_prospective_gcf_v1/FROZEN_TRAINING_MODEL.json,Immutable B0/B1/B2/M3 final historical coefficients and scalers,CANONICAL,PUBLIC_SAFE
results/fed_cycle_prospective_gcf_v1/CURRENT_CYCLE_GATE.csv,Current prospective-cycle qualification state,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_prospective_gcf_v1/PREDICTION_REGISTRY.csv,Append-only proxy-measurement prediction registry,CANONICAL_EMPTY_APPEND_ONLY,PUBLIC_SAFE
results/fed_cycle_prospective_gcf_v1/QC.json,Prospective proxy-model freeze QC,QC_PASS,PUBLIC_SAFE
results/fed_cycle_prospective_gcf_v1/STATUS.md,Prospective proxy-model status report,QC_PASS,PUBLIC_SAFE
research/FED_CYCLE_PROSPECTIVE_ISSUANCE_013_LOCK.md,Append-only prospective forecast issuance lock,CANONICAL,PUBLIC_SAFE
research/FED_CYCLE_PROSPECTIVE_ISSUANCE_013_CLOSEOUT.md,Append-only issuance gate closeout,CANONICAL,PUBLIC_SAFE
scripts/run_fed_cycle_prospective_issuance_v1.py,Fail-closed prospective forecast issuer,CANONICAL,PUBLIC_SAFE
.github/workflows/fed-cycle-prospective-issuance-v1.yml,Automated prospective issuance gate workflow,CANONICAL,PUBLIC
results/fed_cycle_prospective_gcf_v1/ISSUANCE_READINESS.csv,Current issuance eligibility/readiness state,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_prospective_gcf_v1/ISSUANCE_QC.json,Append-only issuance operational QC,QC_PASS,PUBLIC_SAFE
results/fed_cycle_prospective_gcf_v1/ISSUANCE_STATUS.md,Prospective issuance status report,QC_PASS,PUBLIC_SAFE
research/FED_CYCLE_PROSPECTIVE_ISSUANCE_013_V1_1_INTEGRITY_AMENDMENT.md,Pre-issuance registry integrity-chain amendment,CANONICAL,PUBLIC_SAFE
scripts/run_fed_cycle_prospective_issuance_v1_1.py,Tamper-evident wrapper around frozen prospective issuer,CANONICAL,PUBLIC_SAFE
results/fed_cycle_prospective_gcf_v1/REGISTRY_CHAIN.csv,Append-only prediction-row hash chain,CANONICAL_EMPTY_APPEND_ONLY,PUBLIC_SAFE
results/fed_cycle_prospective_gcf_v1/REGISTRY_INTEGRITY.json,Current registry exact-file and chain integrity state,CANONICAL,PUBLIC_SAFE
results/fed_cycle_prospective_gcf_v1/REGISTRY_INTEGRITY_QC.json,Registry genesis/full-chain integrity QC,QC_PASS,PUBLIC_SAFE
research/ENERGY_WEEKLY_PIT_003_LOCK.md,Full weekly petroleum release-clock lock,CANONICAL,PUBLIC_SAFE
research/ENERGY_WEEKLY_PIT_003_V1_1_SOURCE_TRANSITION_AMENDMENT.md,TWIP-to-WPSR source-transition amendment,CANONICAL,PUBLIC_SAFE
research/ENERGY_WEEKLY_PIT_003_V1_2_HOLIDAY_PARSER_CORRECTION.md,Holiday-schedule parser correction,CANONICAL,PUBLIC_SAFE
research/ENERGY_WEEKLY_PIT_003_CLOSEOUT.md,Full release-clock closeout,CANONICAL,PUBLIC_SAFE
results/energy_weekly_pit_v1/WPSR_RELEASE_REGISTRY.csv,Full strict-PIT WPSR/TWIP release registry,QC_PASS,PUBLIC_SAFE
results/energy_weekly_pit_v1/QC.json,Full release-clock QC,QC_PASS,PUBLIC_SAFE
research/ENERGY_WEEKLY_STATE_004_LOCK.md,Strict-PIT weekly mechanism engine lock,CANONICAL,PUBLIC_SAFE
research/ENERGY_WEEKLY_STATE_004_CLOSEOUT.md,Strict-PIT weekly mechanism engine closeout,CANONICAL,PUBLIC_SAFE
results/energy_weekly_state_v1/SELECTED_EVENT_PANEL.csv,De-clustered strict-PIT weekly energy event panel,QC_PASS,PUBLIC_SAFE
results/energy_weekly_state_v1/PRIMARY_TESTS.csv,Frozen weekly primary-family support/test table,QC_PASS_INSUFFICIENT_SUPPORT,PUBLIC_SAFE
results/energy_weekly_state_v1/MECHANISM_DESCRIPTIVES.csv,Weekly mechanism-state outcome descriptives,DESCRIPTIVE,PUBLIC_SAFE
results/energy_weekly_state_v1/QC.json,Weekly strict-PIT event-engine QC,QC_PASS,PUBLIC_SAFE
research/ENERGY_WEEKLY_STATE_004A_POSTRUN_DIAGNOSTIC.md,Transparent post-run weekly veto robustness specification,CANONICAL,PUBLIC_SAFE
scripts/run_energy_weekly_veto_diagnostic_v1.py,Post-run TIGHT_OR_MIXED robustness runner,CANONICAL,PUBLIC_SAFE
results/energy_weekly_state_veto_diag_v1/SAMPLE_ROBUSTNESS.csv,Era/exclusion descriptive robustness summaries,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
results/energy_weekly_state_veto_diag_v1/MIXED_LEAVE_ONE_OUT.csv,TIGHT_OR_MIXED leave-one-out descriptive audit,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
results/energy_weekly_state_veto_diag_v1/QC.json,Post-run weekly veto diagnostic QC,QC_PASS,PUBLIC_SAFE
research/ENERGY_WEEKLY_PROSPECTIVE_005_LOCK.md,Prospective weekly energy event registry lock,CANONICAL,PUBLIC_SAFE
scripts/run_energy_weekly_prospective_v1.py,Append-only still-unrealized weekly energy event registrar,CANONICAL,PUBLIC_SAFE
results/energy_weekly_prospective_v1/PROSPECTIVE_EVENT_REGISTRY.csv,Append-only prospective energy event registry,CANONICAL_APPEND_ONLY,PUBLIC_SAFE
results/energy_weekly_prospective_v1/EVENT_CHAIN.csv,Prospective energy event SHA256 chain,CANONICAL_APPEND_ONLY,PUBLIC_SAFE
results/energy_weekly_prospective_v1/REGISTRY_INTEGRITY.json,Prospective energy registry integrity state,CANONICAL,PUBLIC_SAFE
results/energy_weekly_prospective_v1/QC.json,Prospective live energy event QC,QC_PASS,PUBLIC_SAFE
research/ENERGY_PORTWATCH_006_LOCK.md,Prospective PortWatch maritime shock-context lock,CANONICAL,PUBLIC_SAFE
research/ENERGY_PORTWATCH_006_CLOSEOUT.md,Prospective PortWatch external-shock closeout,CANONICAL,PUBLIC_SAFE
scripts/run_energy_portwatch_v1.py,Prospective PortWatch chokepoint/disruption snapshot runner,CANONICAL,PUBLIC_SAFE
.github/workflows/energy-portwatch-v1.yml,Automated prospective PortWatch snapshot workflow,CANONICAL,PUBLIC
results/energy_portwatch_v1/CURRENT_CHOKEPOINT_SNAPSHOT.csv,Prospective chokepoint traffic diagnostics,QC_PASS,PUBLIC_SAFE
results/energy_portwatch_v1/ACTIVE_RELEVANT_DISRUPTIONS.csv,Active relevant official PortWatch disruptions,QC_PASS,PUBLIC_SAFE
results/energy_portwatch_v1/EXTERNAL_CONTEXT_SNAPSHOT.csv,External supply-shock context for frozen live event,CANONICAL_SNAPSHOT,PUBLIC_SAFE
results/energy_portwatch_v1/SOURCE_REGISTRY.csv,PortWatch raw-hash provenance registry,QC_PASS,PUBLIC_SAFE
results/energy_portwatch_v1/QC.json,Prospective PortWatch context QC,QC_PASS,PUBLIC_SAFE
results/energy_portwatch_v1/ENERGY_PORTWATCH_006_REPORT.md,Prospective external maritime context report,QC_PASS,PUBLIC_SAFE
research/ENERGY_RISK_SYNTHESIS_007_LOCK.md,Current integrated energy evidence-state lock,CANONICAL,PUBLIC_SAFE
research/ENERGY_RISK_SYNTHESIS_007_CLOSEOUT.md,Current integrated energy evidence-state closeout,CANONICAL,PUBLIC_SAFE
scripts/run_energy_risk_synthesis_v1.py,Deterministic frozen-evidence energy state synthesizer,CANONICAL,PUBLIC_SAFE
.github/workflows/energy-risk-synthesis-v1.yml,Automated current energy evidence synthesis workflow,CANONICAL,PUBLIC
results/energy_risk_synthesis_v1/CURRENT_STATE.json,Machine-readable integrated current energy state,CANONICAL_SNAPSHOT,PUBLIC_SAFE
results/energy_risk_synthesis_v1/QC.json,Integrated energy evidence-state QC,QC_PASS,PUBLIC_SAFE
results/energy_risk_synthesis_v1/CURRENT_STATE_REPORT.md,Human-readable integrated current energy state,QC_PASS,PUBLIC_SAFE
research/ENERGY_WEEKLY_OUTCOME_008_LOCK.md,Prospective weekly outcome-maturation lock,CANONICAL,PUBLIC_SAFE
research/ENERGY_WEEKLY_OUTCOME_008_CLOSEOUT.md,Prospective outcome-maturation closeout,CANONICAL,PUBLIC_SAFE
scripts/run_energy_weekly_outcome_v1.py,Strict prospective 4W/8W/13W maturation runner,CANONICAL,PUBLIC_SAFE
.github/workflows/energy-weekly-outcome-v1.yml,Prospective energy outcome workflow,CANONICAL,PUBLIC
results/energy_weekly_outcome_v1/OUTCOME_AUDIT.csv,Append-only prospective event-horizon outcome audit,CANONICAL_EMPTY_APPEND_ONLY,PUBLIC_SAFE
results/energy_weekly_outcome_v1/OUTCOME_AUDIT_INTEGRITY.json,Prospective outcome audit integrity state,CANONICAL,PUBLIC_SAFE
results/energy_weekly_outcome_v1/QC.json,Prospective outcome maturation QC,QC_PASS,PUBLIC_SAFE
results/energy_weekly_outcome_v1/ENERGY_WEEKLY_OUTCOME_008_STATUS.md,Prospective outcome maturity status,QC_PASS,PUBLIC_SAFE
