claim_id,claim_family,claim_status,title_short,canonical_wording,asset,phase,broad_episode_id,metric_payload,sample_descriptor,support_status,evidence_class,evidence_time,source_modules,source_files,official_source_urls,allowed_wording,prohibited_wording,freshness_rule,figure_key,content_tags,causal_status,oos_status,deployment_status
CLM-CTX-B02_CTX_03,HISTORICAL_CONTEXT,CANONICAL_PUBLIC_SAFE,B02 context: RETROSPECTIVE_DATING,Federal Reserve History notes that the 1987 stock-market crash was not followed by an economic recession; NBER chronology places the next U.S. business-cycle peak in July 1990.,,,B02,"{""event_date_or_period"":""1987-1989"",""relationship_to_first_cut"":""EPISODE_BACKGROUND"",""contemporaneous_known"":false,""source_publication_or_announcement_date"":""SOURCE_AUDIT_2026-09-25""}",Official-source context claim / B02,OFFICIAL_SOURCE_CONTEXT,HISTORICAL_CONTEXT,RETROSPECTIVE_DATING,FED-CYCLE-HISTORICAL-CONTEXT-022A,results/fed_cycle_historical_context_022a_v1/CONTEXT_CLAIMS.csv,https://www.federalreservehistory.org/essays/stock-market-crash-of-1987 | https://www.nber.org/research/business-cycle-dating,Use to distinguish severe market stress from an automatically coincident recession. Hindsight warning: Recession classification is retrospective and must not be presented as a real-time signal available during B02.,Do not generalize that a crash never leads to recession or that B02 predicts future cycles.,STATIC_SOURCE_AUDIT,FIG-CTX-B02_CTX_03,LONG_VIDEO|DEEP_ARTICLE|CASE_STUDY|PANDAAI|MYTH_VS_EVIDENCE,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE
CLM-CTX-B03_CTX_01,HISTORICAL_CONTEXT,CANONICAL_PUBLIC_SAFE,B03 context: CONTEMPORANEOUS_POLICY_CONTEXT,The July 1995 FOMC statement said inflationary pressures had receded after the tightening initiated in early 1994 and announced a modest easing; the federal funds rate declined 25 bp from about 6% to about 5.75%.,,,B03,"{""event_date_or_period"":""1995-07-06"",""relationship_to_first_cut"":""AT_FIRST_CUT"",""contemporaneous_known"":true,""source_publication_or_announcement_date"":""EVENT_1995-07-06""}",Official-source context claim / B03,OFFICIAL_SOURCE_CONTEXT,HISTORICAL_CONTEXT,CONTEMPORANEOUS_POLICY_CONTEXT,FED-CYCLE-HISTORICAL-CONTEXT-022A,results/fed_cycle_historical_context_022a_v1/CONTEXT_CLAIMS.csv,https://www.federalreserve.gov/monetarypolicy/files/FOMC19950706meeting.pdf,"Use as the Fed's stated rationale for the first cut in the 1994-95 case. Hindsight warning: The transcript itself was released later, but the quoted policy statement was released at the event.",Do not convert the statement into proof that the subsequent asset path was caused by the cut.,STATIC_SOURCE_AUDIT,FIG-CTX-B03_CTX_01,LONG_VIDEO|DEEP_ARTICLE|CASE_STUDY|PANDAAI,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE
CLM-CTX-B03_CTX_02,HISTORICAL_CONTEXT,CANONICAL_PUBLIC_SAFE,B03 context: RETROSPECTIVE_DATING,"NBER's current chronology places the U.S. expansion between the March 1991 trough and March 2001 peak, so the 1994-95 case is not dated as an NBER recession episode.",,,B03,"{""event_date_or_period"":""1994-1995"",""relationship_to_first_cut"":""EPISODE_BACKGROUND"",""contemporaneous_known"":false,""source_publication_or_announcement_date"":""SOURCE_AUDIT_2026-09-25""}",Official-source context claim / B03,OFFICIAL_SOURCE_CONTEXT,HISTORICAL_CONTEXT,RETROSPECTIVE_DATING,FED-CYCLE-HISTORICAL-CONTEXT-022A,results/fed_cycle_historical_context_022a_v1/CONTEXT_CLAIMS.csv,https://www.nber.org/research/business-cycle-dating,Use to contrast B03 with recession-associated later cases. Hindsight warning: Business-cycle dating is retrospective and the absence of an NBER recession label is not a contemporaneous forecast.,Do not label the episode a guaranteed 'soft landing' template for other cycles.,STATIC_SOURCE_AUDIT,FIG-CTX-B03_CTX_02,LONG_VIDEO|DEEP_ARTICLE|CASE_STUDY|PANDAAI|MYTH_VS_EVIDENCE,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE
CLM-CTX-B03_CTX_03,HISTORICAL_CONTEXT,CANONICAL_PUBLIC_SAFE,B03 context: RETROSPECTIVE_EVENT_CONTEXT,The Federal Reserve's historical materials page notes that the FOMC first announced meeting outcomes in February 1994 and in February 1995 formalized immediate public communication of all policy-stance changes.,,,B03,"{""event_date_or_period"":""1994-1995"",""relationship_to_first_cut"":""EPISODE_BACKGROUND"",""contemporaneous_known"":false,""source_publication_or_announcement_date"":""SOURCE_AUDIT_2026-09-25""}",Official-source context claim / B03,OFFICIAL_SOURCE_CONTEXT,HISTORICAL_CONTEXT,RETROSPECTIVE_EVENT_CONTEXT,FED-CYCLE-HISTORICAL-CONTEXT-022A,results/fed_cycle_historical_context_022a_v1/CONTEXT_CLAIMS.csv,https://www.federalreserve.gov/monetarypolicy/fomc_historical.htm,Use to explain why 1994-95 is a transition-era communication case. Hindsight warning: This is retrospective institutional context about the communication regime.,Do not compare statement wording across eras without accounting for communication-regime changes.,STATIC_SOURCE_AUDIT,FIG-CTX-B03_CTX_03,LONG_VIDEO|DEEP_ARTICLE|CASE_STUDY|PANDAAI,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE
CLM-CTX-B04_CTX_01,HISTORICAL_CONTEXT,CANONICAL_PUBLIC_SAFE,B04 context: CONTEMPORANEOUS_POLICY_CONTEXT,"Federal Reserve records describe the January 3, 2001 intermeeting 50 bp cut as occurring amid weakening sales and production, lower consumer confidence, tight conditions in parts of financial markets, and high energy prices weighing on purchasing power.",,,B04,"{""event_date_or_period"":""2001-01-03"",""relationship_to_first_cut"":""AT_FIRST_CUT"",""contemporaneous_known"":true,""source_publication_or_announcement_date"":""2001-02""}",Official-source context claim / B04,OFFICIAL_SOURCE_CONTEXT,HISTORICAL_CONTEXT,CONTEMPORANEOUS_POLICY_CONTEXT,FED-CYCLE-HISTORICAL-CONTEXT-022A,results/fed_cycle_historical_context_022a_v1/CONTEXT_CLAIMS.csv,https://www.federalreserve.gov/boarddocs/hh/2001/February/FullReport.pdf,Use as contemporaneous policy/economic context for the 2001 first cut. Hindsight warning: The report was published shortly after the action and summarizes contemporaneous conditions; later recession dating was not yet known.,Do not say the January cut was taken because an NBER recession had already been officially identified.,STATIC_SOURCE_AUDIT,FIG-CTX-B04_CTX_01,LONG_VIDEO|DEEP_ARTICLE|CASE_STUDY|PANDAAI,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE
CLM-CTX-B04_CTX_02,HISTORICAL_CONTEXT,CANONICAL_PUBLIC_SAFE,B04 context: RETROSPECTIVE_DATING,NBER later dated the 2001 recession from the March 2001 peak to the November 2001 trough; the March peak was announced on 2001-11-26.,,,B04,"{""event_date_or_period"":""2001-03_to_2001-11"",""relationship_to_first_cut"":""POST_FIRST_CUT"",""contemporaneous_known"":false,""source_publication_or_announcement_date"":""2001-11-26_PEAK_ANNOUNCEMENT""}",Official-source context claim / B04,OFFICIAL_SOURCE_CONTEXT,HISTORICAL_CONTEXT,RETROSPECTIVE_DATING,FED-CYCLE-HISTORICAL-CONTEXT-022A,results/fed_cycle_historical_context_022a_v1/CONTEXT_CLAIMS.csv,https://www.nber.org/research/business-cycle-dating/business-cycle-dating-procedure-frequently-asked-questions,"Use to show the difference between first-cut timing and later official recession dating. Hindsight warning: At the January 3 first cut, the later March recession peak and its NBER classification were not known.",Do not back-project the later NBER label into January 2001 information.,STATIC_SOURCE_AUDIT,FIG-CTX-B04_CTX_02,LONG_VIDEO|DEEP_ARTICLE|CASE_STUDY|PANDAAI|MYTH_VS_EVIDENCE,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE
CLM-CTX-B04_CTX_03,HISTORICAL_CONTEXT,CANONICAL_PUBLIC_SAFE,B04 context: POST_ANCHOR_SHOCK,Federal Reserve History describes the September 11 attacks as a major shock that created massive dislocations in U.S. financial markets and prompted a broad Federal Reserve liquidity response.,,,B04,"{""event_date_or_period"":""2001-09-11"",""relationship_to_first_cut"":""POST_FIRST_CUT"",""contemporaneous_known"":false,""source_publication_or_announcement_date"":""2024_RETROSPECTIVE_PAGE""}",Official-source context claim / B04,OFFICIAL_SOURCE_CONTEXT,HISTORICAL_CONTEXT,POST_ANCHOR_SHOCK,FED-CYCLE-HISTORICAL-CONTEXT-022A,results/fed_cycle_historical_context_022a_v1/CONTEXT_CLAIMS.csv,https://www.federalreservehistory.org/essays/september-11,Use to explain why the 12-month post-cut path contains a large later exogenous shock. Hindsight warning: September 11 occurred more than eight months after the January first cut and cannot be part of the cut's original rationale.,Do not imply the January 2001 cut anticipated September 11.,STATIC_SOURCE_AUDIT,FIG-CTX-B04_CTX_03,LONG_VIDEO|DEEP_ARTICLE|CASE_STUDY|PANDAAI|MYTH_VS_EVIDENCE,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE
CLM-CTX-B05_CTX_01,HISTORICAL_CONTEXT,CANONICAL_PUBLIC_SAFE,B05 context: CONTEMPORANEOUS_POLICY_CONTEXT,"The September 18, 2007 FOMC statement cut the federal funds target 50 bp to 4.75% and said tighter credit conditions could intensify the housing correction and restrain growth more generally.",,,B05,"{""event_date_or_period"":""2007-09-18"",""relationship_to_first_cut"":""AT_FIRST_CUT"",""contemporaneous_known"":true,""source_publication_or_announcement_date"":""2007-09-18""}",Official-source context claim / B05,OFFICIAL_SOURCE_CONTEXT,HISTORICAL_CONTEXT,CONTEMPORANEOUS_POLICY_CONTEXT,FED-CYCLE-HISTORICAL-CONTEXT-022A,results/fed_cycle_historical_context_022a_v1/CONTEXT_CLAIMS.csv,https://www.federalreserve.gov/newsevents/pressreleases/monetary20070918a.htm,"Use as the Fed's stated risk context at the 2007 first cut. Hindsight warning: This is contemporaneous stated policy context, not a later causal decomposition.",Do not say the Fed already knew the full scale of the later financial crisis.,STATIC_SOURCE_AUDIT,FIG-CTX-B05_CTX_01,LONG_VIDEO|DEEP_ARTICLE|CASE_STUDY|PANDAAI,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE
CLM-CTX-B05_CTX_02,HISTORICAL_CONTEXT,CANONICAL_PUBLIC_SAFE,B05 context: RETROSPECTIVE_EVENT_CONTEXT,"Federal Reserve History documents that subprime-mortgage stress was already visible in 2007, including New Century's April bankruptcy, mortgage-security downgrades, lender closures and tightening mortgage credit.",,,B05,"{""event_date_or_period"":""2007"",""relationship_to_first_cut"":""PRE_AND_AROUND_FIRST_CUT"",""contemporaneous_known"":true,""source_publication_or_announcement_date"":""2013-11-22""}",Official-source context claim / B05,OFFICIAL_SOURCE_CONTEXT,HISTORICAL_CONTEXT,RETROSPECTIVE_EVENT_CONTEXT,FED-CYCLE-HISTORICAL-CONTEXT-022A,results/fed_cycle_historical_context_022a_v1/CONTEXT_CLAIMS.csv,https://www.federalreservehistory.org/essays/subprime-mortgage-crisis,Use to establish that housing/credit stress predated the September first cut. Hindsight warning: The synthesis is retrospective; individual stress events were observable at the time but their eventual systemic scale was not fully known.,Do not claim all subsequent crisis outcomes were foreseeable in September 2007.,STATIC_SOURCE_AUDIT,FIG-CTX-B05_CTX_02,LONG_VIDEO|DEEP_ARTICLE|CASE_STUDY|PANDAAI,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE
CLM-CTX-B05_CTX_03,HISTORICAL_CONTEXT,CANONICAL_PUBLIC_SAFE,B05 context: RETROSPECTIVE_DATING,NBER later dated the Great Recession from a December 2007 peak to a June 2009 trough; the December 2007 peak was announced only on 2008-12-01.,,,B05,"{""event_date_or_period"":""2007-12_to_2009-06"",""relationship_to_first_cut"":""POST_FIRST_CUT"",""contemporaneous_known"":false,""source_publication_or_announcement_date"":""2008-12-01_PEAK_ANNOUNCEMENT""}",Official-source context claim / B05,OFFICIAL_SOURCE_CONTEXT,HISTORICAL_CONTEXT,RETROSPECTIVE_DATING,FED-CYCLE-HISTORICAL-CONTEXT-022A,results/fed_cycle_historical_context_022a_v1/CONTEXT_CLAIMS.csv,https://www.nber.org/research/business-cycle-dating/business-cycle-dating-procedure-frequently-asked-questions,Use to separate contemporaneous credit stress from later recession classification. Hindsight warning: The recession start was retrospectively dated after the September 2007 cut; the official peak determination came about a year later.,Do not state that an officially identified recession already existed at the September 2007 decision date.,STATIC_SOURCE_AUDIT,FIG-CTX-B05_CTX_03,LONG_VIDEO|DEEP_ARTICLE|CASE_STUDY|PANDAAI|MYTH_VS_EVIDENCE,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE
CLM-CTX-B06_CTX_01,HISTORICAL_CONTEXT,CANONICAL_PUBLIC_SAFE,B06 context: CONTEMPORANEOUS_POLICY_CONTEXT,"The July 31, 2019 FOMC statement said the labor market remained strong and activity was rising moderately, while global developments and muted inflation pressures motivated a 25 bp reduction to a 2.00-2.25% target range.",,,B06,"{""event_date_or_period"":""2019-07-31"",""relationship_to_first_cut"":""AT_FIRST_CUT"",""contemporaneous_known"":true,""source_publication_or_announcement_date"":""2019-07-31""}",Official-source context claim / B06,OFFICIAL_SOURCE_CONTEXT,HISTORICAL_CONTEXT,CONTEMPORANEOUS_POLICY_CONTEXT,FED-CYCLE-HISTORICAL-CONTEXT-022A,results/fed_cycle_historical_context_022a_v1/CONTEXT_CLAIMS.csv,https://www.federalreserve.gov/newsevents/pressreleases/monetary20190731a.htm,Use as the first-cut rationale for the 2019 case. Hindsight warning: This records the Committee's stated contemporaneous rationale and should not be rewritten using later pandemic information.,Do not say the July 2019 cut was a response to COVID-19.,STATIC_SOURCE_AUDIT,FIG-CTX-B06_CTX_01,LONG_VIDEO|DEEP_ARTICLE|CASE_STUDY|PANDAAI,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE
CLM-CTX-B06_CTX_02,HISTORICAL_CONTEXT,CANONICAL_PUBLIC_SAFE,B06 context: RETROSPECTIVE_DATING,NBER determined that the expansion peaked in February 2020 and that the recession trough occurred in April 2020; the peak determination was announced on 2020-06-08.,,,B06,"{""event_date_or_period"":""2020-02_to_2020-04"",""relationship_to_first_cut"":""POST_FIRST_CUT"",""contemporaneous_known"":false,""source_publication_or_announcement_date"":""2020-06-08_PEAK_ANNOUNCEMENT""}",Official-source context claim / B06,OFFICIAL_SOURCE_CONTEXT,HISTORICAL_CONTEXT,RETROSPECTIVE_DATING,FED-CYCLE-HISTORICAL-CONTEXT-022A,results/fed_cycle_historical_context_022a_v1/CONTEXT_CLAIMS.csv,https://www.nber.org/news/business-cycle-dating-committee-announcement-june-8-2020 | https://www.nber.org/news/business-cycle-dating-committee-announcement-july-19-2021,Use to distinguish the 2019 easing cycle from the later 2020 recession. Hindsight warning: The recession began months after the July 2019 first cut and was dated retrospectively.,Do not treat the February 2020 recession date as information available in July 2019.,STATIC_SOURCE_AUDIT,FIG-CTX-B06_CTX_02,LONG_VIDEO|DEEP_ARTICLE|CASE_STUDY|PANDAAI|MYTH_VS_EVIDENCE,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE
CLM-CTX-B06_CTX_03,HISTORICAL_CONTEXT,CANONICAL_PUBLIC_SAFE,B06 context: POST_ANCHOR_SHOCK,"In March 2020 the Federal Reserve explicitly said the coronavirus outbreak had disrupted economic activity and financial conditions and posed sharply increased downside risks, leading to emergency easing to the effective lower bound.",,,B06,"{""event_date_or_period"":""2020-03"",""relationship_to_first_cut"":""POST_FIRST_CUT"",""contemporaneous_known"":false,""source_publication_or_announcement_date"":""2020-03-15""}",Official-source context claim / B06,OFFICIAL_SOURCE_CONTEXT,HISTORICAL_CONTEXT,POST_ANCHOR_SHOCK,FED-CYCLE-HISTORICAL-CONTEXT-022A,results/fed_cycle_historical_context_022a_v1/CONTEXT_CLAIMS.csv,https://www.federalreserve.gov/newsevents/pressreleases/monetary20200315a.htm | https://www.federalreserve.gov/monetarypolicy/fomcminutes20200315.htm,Use to explain why the 12-month post-July-2019 market path includes a qualitatively new shock. Hindsight warning: COVID-19 was a later shock and must not be inserted into the July 2019 first-cut rationale.,Do not imply the 2019 cut anticipated the pandemic.,STATIC_SOURCE_AUDIT,FIG-CTX-B06_CTX_03,LONG_VIDEO|DEEP_ARTICLE|CASE_STUDY|PANDAAI|MYTH_VS_EVIDENCE,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE
CLM-CTX-B07_CTX_01,HISTORICAL_CONTEXT,CANONICAL_PUBLIC_SAFE,B07 context: CONTEMPORANEOUS_POLICY_CONTEXT,"The September 18, 2024 FOMC statement said activity remained solid, job gains had slowed, unemployment had risen but remained low, inflation had made further progress, and risks to employment and inflation were judged roughly balanced; the target range was lowered 50 bp.",,,B07,"{""event_date_or_period"":""2024-09-18"",""relationship_to_first_cut"":""AT_FIRST_CUT"",""contemporaneous_known"":true,""source_publication_or_announcement_date"":""2024-09-18""}",Official-source context claim / B07,OFFICIAL_SOURCE_CONTEXT,HISTORICAL_CONTEXT,CONTEMPORANEOUS_POLICY_CONTEXT,FED-CYCLE-HISTORICAL-CONTEXT-022A,results/fed_cycle_historical_context_022a_v1/CONTEXT_CLAIMS.csv,https://www.federalreserve.gov/newsevents/pressreleases/monetary20240918a.htm,"Use as the 2024 first-cut policy context. Hindsight warning: This is the Committee's stated contemporaneous rationale, not a guarantee of a soft landing or future asset returns.",Do not label the decision as proof that recession risk had disappeared.,STATIC_SOURCE_AUDIT,FIG-CTX-B07_CTX_01,LONG_VIDEO|DEEP_ARTICLE|CASE_STUDY|PANDAAI,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE
CLM-CTX-B07_CTX_02,HISTORICAL_CONTEXT,CANONICAL_PUBLIC_SAFE,B07 context: RETROSPECTIVE_DATING,"On the NBER Business Cycle Dating page audited on 2026-09-25, the most recent recognized U.S. business-cycle peak remains February 2020.",,,B07,"{""event_date_or_period"":""2026-09-25"",""relationship_to_first_cut"":""CURRENT_SOURCE_AUDIT"",""contemporaneous_known"":false,""source_publication_or_announcement_date"":""SOURCE_AUDIT_2026-09-25""}",Official-source context claim / B07,OFFICIAL_SOURCE_CONTEXT,HISTORICAL_CONTEXT,RETROSPECTIVE_DATING,FED-CYCLE-HISTORICAL-CONTEXT-022A,results/fed_cycle_historical_context_022a_v1/CONTEXT_CLAIMS.csv,https://www.nber.org/research/business-cycle-dating,Use only to report the current official chronology status as of the audit date. Hindsight warning: NBER dating is deliberately retrospective and absence of a newer dated peak is not a real-time recession forecast.,Do not convert absence of a new NBER peak into a claim that recession is impossible or cannot later be dated.,REVERIFY_BEFORE_CURRENT_USE,FIG-CTX-B07_CTX_02,LONG_VIDEO|DEEP_ARTICLE|CASE_STUDY|PANDAAI|MYTH_VS_EVIDENCE,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE
CLM-CTX-B07_CTX_03,HISTORICAL_CONTEXT,CANONICAL_PUBLIC_SAFE,B07 context: CONTEMPORANEOUS_POLICY_CONTEXT,"September 2024 FOMC minutes report that most participants saw downside risks to employment as having increased while upside inflation risks had diminished, contributing to a roughly balanced dual-mandate risk assessment.",,,B07,"{""event_date_or_period"":""2024-09-18"",""relationship_to_first_cut"":""AT_FIRST_CUT"",""contemporaneous_known"":true,""source_publication_or_announcement_date"":""2024-10-09""}",Official-source context claim / B07,OFFICIAL_SOURCE_CONTEXT,HISTORICAL_CONTEXT,CONTEMPORANEOUS_POLICY_CONTEXT,FED-CYCLE-HISTORICAL-CONTEXT-022A,results/fed_cycle_historical_context_022a_v1/CONTEXT_CLAIMS.csv,https://www.federalreserve.gov/monetarypolicy/fomcminutes20240918.htm,Use to explain the risk-management framing behind the 2024 cut. Hindsight warning: Minutes provide contemporaneous-meeting reasoning but were released after the meeting.,Do not portray a balanced-risk assessment as an asset-market timing signal.,STATIC_SOURCE_AUDIT,FIG-CTX-B07_CTX_03,LONG_VIDEO|DEEP_ARTICLE|CASE_STUDY|PANDAAI,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE
CLM-GUARD-019,METHOD_GUARDRAIL,CANONICAL_PUBLIC_SAFE,Binary pre-cut timing rule not supported,"In the predetermined pre-FIRST_CUT state diagnostic, 8 mechanical cycles collapsed to 6 broad episodes. Real-time growth contraction had no positive broad episodes, NFCI-tight conditions had only one, and the balanced curve-inversion split had the same median risk-asset trough month (8) on both sides; the simple binary state rule was not supported.",,FIRST_CUT,,"{""mechanical_cycles"":8,""broad_episodes"":6,""curve_inverted_true"":3,""curve_inverted_false"":3,""median_risk3_trough_month_curve_true"":8,""median_risk3_trough_month_curve_false"":8}",8 mechanical cycles / 6 broad episodes,SIMPLE_STATE_RULE_NOT_SUPPORTED,DESCRIPTIVE_NEGATIVE_RESULT,RESEARCH_CONCLUSION,FED-CYCLE-PRECUT-STATE-019,results/fed_cycle_precut_state_v1/FED_CYCLE_PRECUT_STATE_019_REPORT.md,N/A_REPO_DERIVED,Use as a negative guardrail: simple predetermined binary state variables did not validate a bottom-timing rule in this sample.,"Do not present the composite count, curve state, NFCI or real-time growth flag as a validated timing score.",STATIC_UNLESS_NEW_PREREGISTERED_EVIDENCE,FIG-GUARD-019,MYTH_VS_EVIDENCE|METHODS|DEEP_ARTICLE|PANDAAI|CURRENT_CONTEXT_GUARDRAIL,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE
CLM-GUARD-020,METHOD_GUARDRAIL,CANONICAL_PUBLIC_SAFE,Continuous pre-cut levels did not rescue timing,"The continuous pre-FIRST_CUT stress-level extension also failed to produce a composition-robust timing relation: full-sample trough-month Spearman rho was about +0.075 for Baa spread, -0.211 for VIX (5 episodes), +0.029 for curve stress and -0.177 for real-time growth stress, with leave-one-out sign instability; the small-sample timing-rule branch was stopped.",,FIRST_CUT,,"{""broad_episodes"":6,""vix_broad_episodes"":5,""rho_baa"":0.0746352,""rho_vix"":-0.210819,""rho_curve"":0.0294245,""rho_growth"":-0.176547,""branch_decision"":""STOP_SMALL_SAMPLE_TIMING_RULE_BRANCH""}",6 broad episodes; VIX available in 5,CONTINUOUS_LEVEL_RULE_NOT_SUPPORTED,MECHANISM_CANDIDATE_NEGATIVE_RESULT,RESEARCH_CONCLUSION,FED-CYCLE-PRECUT-STRESS-LEVEL-020,results/fed_cycle_precut_stress_level_v1/FED_CYCLE_PRECUT_STRESS_LEVEL_020_REPORT.md,N/A_REPO_DERIVED,Use as a methodological guardrail showing that continuous predetermined levels did not rescue the small-sample timing hypothesis.,"Do not cherry-pick the five-episode curve relation, add thresholds/interactions, or build a multivariate timing score from this branch.",STATIC_UNLESS_NEW_PREREGISTERED_EVIDENCE,FIG-GUARD-020,MYTH_VS_EVIDENCE|METHODS|DEEP_ARTICLE|PANDAAI|CURRENT_CONTEXT_GUARDRAIL,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE
CLM-SYNTH-017-FIRSTCUT-RECOVERY,SYNTHESIS,CANONICAL_PUBLIC_SAFE,First cut did not shorten full recovery versus pause,"Across the five fully supported four-phase assets (DXY, Gold, Nasdaq, S&P 500 and WTI), the historical anchor-to-full-recovery clock after FIRST_CUT was slower than after PAUSE_START in 3 of 5 assets, equal in 2 of 5, and faster in 0 of 5.",,FIRST_CUT,,"{""assets"":5,""slower"":3,""equal"":2,""faster"":0}",5 fully supported four-phase assets,SUPPORTED_DESCRIPTIVE_SYNTHESIS,DESCRIPTIVE,RESEARCH_CONCLUSION,FED-CYCLE-TOTAL-RISK-CLOCK-017|FED-CYCLE-CROSS-ASSET-MASTER-SYNTHESIS-021,results/fed_cycle_total_risk_clock_v1/SUPPORTED_TOTAL_CLOCK_SUMMARY.csv,N/A_REPO_DERIVED,Use to challenge the simplistic idea that the first cut automatically starts a faster full-recovery clock.,Do not infer causality from the phase label; do not generalize beyond the supported five-asset historical sample.,STATIC_UNLESS_UPSTREAM_REBUILT,FIG-RECOVERY-FIRSTCUT-VS-PAUSE,VIDEO_HOOK|SHORT_VIDEO|LONG_VIDEO|DEEP_ARTICLE|IMAGE_CARD|MYTH_VS_EVIDENCE|PANDAAI,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE
